,text,label
12793,"The standard of nursing could have been more even.
There could be a facility on the ward to heat up the food.
The ordering staff should be more familiar with the menu.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
12794,The start of the service was difficult but did vastly improve.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12795,"The stay & care was good. The handover times were a bit tricky as it was usually when I went to sleep so the response was sometimes a bit late.
On my 2nd stay I asked for a taxi which the ward told me had arrived, wheeled me to reception where o had to wait 2 hours for a taxi to show up. It was thanks to Saoud Abdullah that I eventually got 1 .",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12796,The stay at the hospital was very good and the nurses and doctors were very attentive.,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12797,The stay was very good. In particular the nurse called Kayleigh was very helpful and informative.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0.]
12798,The stoma nurse not very good at all gave me 4seals and bags of 12 which were so old they were sticking together and could not be used l had to go to Kingsmill Hospital as l had only one bag left to use. The nurse was very helpful gave me some bags and is now my new stoma nurse removed my clips yesterday and is now keeping an eye on my new stoma. The food was too spicy at times and l wished calories were shown as l needed to watch my sugar intake.Very pleased with my surgeon and nurses who looked after me. Loved the views on the 5 th floor brilliant.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12799,The structural content of a patient's care plan needs improving.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
12800,"The student should have stayed in the room, for comfort.",[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12801,The subject matter in the booklet is difficult to understand especially were toacs need to relate to each other (EG tables).,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12802,The support,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12803,The support I received from Gemma in my decision making into my care and how to approach it. She helped me to make sens of how I was feeling and I felt very supported. She made regular contact with me which I appreciated greatly. I didnt feel that I was alone on my journey to recovery.,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
12804,"The support and advice i received of [name removed] has been great , she has made me feel valued as a parent and made sure i understood and was happy with everything we discussed during our sessions . 
I feel so much more confident to deal with my daughters anxiety , to not become overwhelmed or blame myself.
The strategies i have learnt will help me with future anxieties my daughter may have 
Being able to do the sessions online with [name removed] was great as i was able to fit them in around my work schedule",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1.]
12805,"The support needs to be longer.
It didn't actually help me, at the end of my crisis period nothing had been put in place for longevity and support - I have to go find my own help.",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12806,The support we received from the team was amazing! We are foster carers and suddenly faced a child with complex medical needs. Both the health visitors involved went out of their way to support and help us,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
12807,"The surgeon and the speech therapists were A1. The administration and nursing side were a shambles. 
The hospital should be closed down as a danger to the public. 
I even had to spend half a day finding where the operation was to take place. We had not been told. We were then given the wrong address. Twice over. The two facilities were miles apart. 
We were not given any pre-op guidance re when to stop eating etc until I insisted the day before. The written paperwork was delivered to the room the day AFTER the operation. I had to get on to the head office in Ohio to get things moving. 

Food was delivered very slowly and late. Initially the patient (with a brain tumour) was told that she had to order food by an iPad which she was totally unfamiliar with and incapable of using because of her condition. 
After the major surgery, no one bothered telling the patient what was supposed to happen next - even tho the surgery was only the first step in the treatment of a brain tumour. 
On the day of discharge the nurse tried to give the patient some important heart medication twice over! Luckily the confused patient called her husband who immediately rushed over and prevented the overdose happening. 
Proper communication with the patient was dreadful to non-existent. The MyChart system is a joke. It says there are messages for the patient when there isn’t anything new. 
Apart from the surgeon and the speech therapist, the whole place reeked of a lack of professionalism and care by an enterprise only out to make money. 
The Cleveland Clinic should be shut down asap. The NHS on a bad day would have been far better. 
Someone should get the management of the whole operation into shape. Until they do so, the Clinic should be closed and BUPA and the Department of Health alerted.",[0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
12808,"The surgeon and the speech therapists were A1. The administration and nursing side were a shambles. I even had to spend half a day finding where the operation was to take place. We had not been told. We were then given the wrong address. Twice over. The two facilities were miles apart. We were not given any pre-op guidance re when to stop eating etc until I insisted the day before. The written paperwork was delivered to the room the day AFTER the operation. I had to get on to the head office in Ohio to get things moving. Food was delivered very slowly and late. Proper communication with the patient was dreadful to non-existent. Apart from the surgeon and the speech therapist, the whole place reeked of a lack of professionalism and care.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0.]
12809,"The surgeon did not have sight of my scans which would have been necessary to make a definitive decision. 
Scans had been requested some time before my appointment but had not been received.
Without my scans Mr Lau could only talk in general terms and not anything specific to my case. 
In the absence of the necessary information. I feel  my  appointment should have been postponed as it was of limited use and I feel there is now an unnecessary delay to my treatment which causes me some concern.",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12810,The surgeon is a very friendly person and explained everything clearly.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
12811,"The surgeons, anaesthetist, nurse who removed vaginal pack, and Kirsty calling after my discharge were excellent.   There was also a lovely, helpful nurse on Friday night , 4 November in a green uniform . 

It started with the nurses not knowing when I should put the compression socks on , before or after surgery, and ended when being discharged with a nurse not knowing how long I needed to keep them on for at home.  They always seemed to need to check with someone else.

Sorry to say that the nursing staff were either too young and/or inexperienced.  There didn’t seem to be enough nurses either.  I was told that a patient was very ill and at the end of my stay the nurse said she was sorry for not attending to me as she should have.  

I vomited on the Friday night and was told it may have been due to something I ate and that a special diet hadn’t  been requested .  There was also confusion about pain relief.  One nurse said I could have a morphine tablet if in a lot of pain and then when I asked for that because my pain was 7/8 out of 10, I was told by another nurse that wasn’t correct and that Tramidol would be better.  They seemed to be annoyed .

Nurses seemed preoccupied with the computer systems and entering information as opposed to talking with the patient. 

I wasn’t informed that it could take between 6 to 8 hours until I could urinate after the catheter was removed.  And then told I hadn’t been moving around the ward , which maybe contributed to my not being able to urinate adequately.  A nurse wrote “movement” on the white board but didn’t come to let me know when.  It want until the end of my stay that Simone said I should walk out on the ward.

The catering was diabolical! It took 3 and half hours to get my lunch and that was only because someone came to take the dinner order.  A nurse asked the kitchen 3 times during that 3 and half hours and I was then told it was delivered but I was on the toilet! 

I mentioned to a nurse called Elizabeth that I was feeling stressed after all this , plus the fact I needed to now go home rather than stay a second night.  Shereplied along lines of , “ you do get anxiety , just breathe”.  Really not acceptable. 

I had to ask to see a physiotherapist but by that time they weren’t available and I haven’t received a call to date.",[0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 1. 0.]
12812,"The surgery was a success and there were no complications, which maybe is the best you can hope for. However, I thought it wasn't very well organized. I was there for sinus surgery, which is only supposed to be an outpatient surgery. No one in the days leading up to the surgery could tell me where I was on the list, e.g. what time my surgery was scheduled for. I arrived at 10 as per instructions, then told my surgery wasn't scheduled until 5pm (so in actual fact I could have eaten breakfast at least). Then the surgery was delayed, then I was told I might need to stay overnight (I had no overnight bag), so they told me to phone BUPA to check that I was covered for an overnight stay (about 30 minutes before the surgery).",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12813,"The surgery went really well, but the pre op assessment was appalling. A nurse called me on the Wednesday before to tell me I needed to come at 10am on the day of surgery. I told her I was surprised, as it’s usually around 6.30am. No one called me the day before to explain to me the fasting rules, what time I needed to stop eating/drinking. I didn’t receive any details of the timings of the procedure, nothing on Cleveland portal, no phone call. Just a text saying procedure on the 31/01/2023.",[0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12814,"The surgical care was excellent, but since leaving hospital I have been bombarded with calls to pay for unspecified services. For example, on 18 October 2022 the estimated cost of 'package misc. prosthesis' was £3,100, but less than a month later this had grown to £7,075.46. No explanation was provided as to why the cost should have more than doubled.

Also, I was only on the ward for one night rather than the three nights for which I was originally booked. The T&Cs say that I should be due a refund of £725.00 per night - or £1,445.00 in total. No refund has been offered.",[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12815,"The surgical team were amazing in every aspect.  My consultant, anaesthetist and the other Surgical staff provided me with amazing care and I was fully informed at all times and given the opportunity to ask any questions. The nurses in recovery were also fantastic assisting me with a wheelchair trip to the toilet and trying to call my partner. They helped to put me at ease when I was very anxious following the operation.  Unfortunately the nursing team in the wards were incompetent at times and flustered as though they didn’t know what to do. This was everything from my admission assessment to aftercare. I was given different information about pain relief by different nurses. Staff change overs clearly had no communication on my care or needs. The only exception to this was the nurse who cared for me through the night, regularly checking on me and providing pain medication. My partner was given no information as to an update on my surgery or what was happening even though he repeatedly asked. He was not told I was going to a different room on a different floor after surgery and was left worried that something had gone wrong as he couldn’t get any information. I was told I would be given extra pain relief to take home on top of my regular medication and waited 3 hours for this only to be told I wouldn’t be given anything. I could have discharged at 9am instead of 12. I should have been given my naproxen at 8am before discharging but the nurse couldn’t get it from the pharmacy until 11:30. I took my own pain medication in the end as I was also still waiting for more pain relief and in agony by this point.  The food service was a complete disaster. My partner requested tea twice whilst waiting for me in my room, this never arrived even though he was told it would be brought to him.  The food ordered for dinner was not what arrived. We received pasta sauce instead of gravy also,  this was not corrected even though I asked. I therefore had no dinner following my surgery. Breakfast arrived 40 minutes late. Only one of the 2 drinks ordered arrived and half the food missing. We also had no cuttlery suitable for eating with. This was corrected within 25 minutes but the food was cold by this point. Again I didn’t eat breakfast following my surgery before discharge.  I did not feel that I was cared for at all in the 2 ward rooms. I left the hospital after vomiting repeatedly the morning after my surgery yet no nurse asked how I was before I was told I was being discharged. In all, not a good experience",[0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1.]
12816,"The surgical, anaesthetic and nursing staff were welcoming and explained every step of what would happen during the procedure and my stay at the hospital.  The nursing staff were exceptional.  I appreciated their care.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12817,"The system does not work at all from hospital discharge we were promised so much. Only received any care from the out of hours service, never got anything from daytime.
Revamp the system its broken single point of access and management for palliative care is needed",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
12818,"The team are always very welcoming & make my experience at the clinic a positive one.

The friendly environment allows me to relax before my appointment.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.]
12819,"The team are excellent, very friendly and caring.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
12820,"The team are very supportive. Interventions were personalised, timely and precise.",[1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0.]
12821,"The team assigned to me were caring and compassionate.. Venessa, Charmaine, Katie Roscoe , Krisea are just a few that come to mind, they went up and beyond to deliver world class care. The catering Team, Room service Team, Phlebotomist were all great. I can’t thank them enough. My Consultant and anaesthetist and others in the steam delivered world class surgery I can’t thank them enough.",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.]
12822,"The team at open road chelmsford is the 1st, and only support service I've been able to fully commit to and engage with. For them get go I felt like I was part of a team, that we was working on my issues together. As opposed to just being a name on a list/tock box exercise. Like I've felt many places befor.
The staff are friendly, energetic and caring. The environment there is always encouraging and hopeful.  The team works together, with you, to help achieve your goals. No judgement, ego, patriarchy, or aggression. Just care, hope and support. 

They have also had access to some brilliant medical services, like the psychiatrist being part of the team, and in house. That was super, super helpful. 
The nurses sent just give you a once over and throw a blue script at you, they treat each appointment as if it was a stand alone thing.
You are seen and treated by professionals, and you feel that emidiatly. 
The support worker is contact able as much as one could expect them too be. If they aren't available someone else will talk with you if possible.  If ever you try calling out of hours, the message box is never full and you get contacted back protty sharpish 
The counselling team are somewhat close to the team there, so when I had a situation after counselling my support worker was notified and I received a heap of support when she reached out.

I really cant stress enough just how brilliant the team at open road chelmsford is. Not only have they stuck by me and helped me get on track, but everything about the service looks and feels soo much better than other places I've been and tried. (Kingston, luton,Leicester, at least 2 in Birmingham and likely more).

They really are amazing, and I owe my life to them.",[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.]
